timestamp,open,high,low,close,volume
2024-11-03 13:30:04.771870000,2500.0,2571.11,2447.14,2531.24,64571.0548
2024-11-03 13:45:04.797555664,2531.24,2576.71,2481.13,2522.52,68145.3343
2024-11-03 14:00:04.823241329,2522.52,2570.77,2520.15,2563.72,49841.4182
2024-11-03 14:15:04.848926993,2563.72,2685.21,2559.46,2663.25,131110.1534
2024-11-03 14:30:04.874612658,2663.25,2664.69,2621.59,2647.75,96852.1011
2024-11-03 14:45:04.900298322,2647.75,2672.35,2625.55,2632.36,103440.5181
2024-11-03 15:00:04.925983987,2632.36,2747.16,2626.23,2738.44,63671.6499
2024-11-03 15:15:04.951669651,2738.44,2806.3,2713.68,2791.57,112426.0397
2024-11-03 15:30:04.977355316,2791.57,2820.32,2648.62,2759.1,74785.1416
2024-11-03 15:45:05.003040980,2759.1,2893.73,2754.88,2796.89,74839.0049
2024-11-03 16:00:05.028726645,2796.89,2817.52,2749.93,2764.8,68955.1496
2024-11-03 16:15:05.054412309,2764.8,2783.41,2716.9,2732.93,89210.2562
2024-11-03 16:30:05.080097974,2732.93,2751.09,2709.92,2749.66,50160.1033
2024-11-03 16:45:05.105783639,2749.66,2802.63,2590.77,2621.38,68035.3977
2024-11-03 17:00:05.131469303,2621.38,2650.78,2496.16,2510.9,137136.1081
2024-11-03 17:15:05.157154968,2510.9,2524.35,2434.96,2476.02,48942.1751
2024-11-03 17:30:05.182840632,2476.02,2500.86,2413.14,2414.29,102031.7482
2024-11-03 17:45:05.208526297,2414.29,2466.35,2411.46,2433.51,43786.8957
2024-11-03 18:00:05.234211961,2433.51,2438.23,2359.15,2379.08,68004.687
2024-11-03 18:15:05.259897626,2379.08,2389.35,2277.2,2296.75,152188.3643
2024-11-03 18:30:05.285583290,2296.75,2424.33,2291.28,2382.68,157626.0979
2024-11-03 18:45:05.311268955,2382.68,2398.07,2362.56,2369.49,31400.1398
2024-11-03 19:00:05.336954619,2369.49,2407.47,2365.55,2373.73,65648.461
2024-11-03 19:15:05.362640284,2373.73,2423.89,2257.04,2290.9,139194.7707
2024-11-03 19:30:05.388325949,2290.9,2312.08,2243.33,2260.18,134902.7419
2024-11-03 19:45:05.414011613,2260.18,2311.4,2222.94,2266.71,118331.1259
2024-11-03 20:00:05.439697278,2266.71,2291.05,2180.91,2202.67,149111.584
2024-11-03 20:15:05.465382942,2202.67,2234.87,2190.19,2223.72,66435.7478
2024-11-03 20:30:05.491068607,2223.72,2227.56,2174.16,2190.86,128119.6211
2024-11-03 20:45:05.516754271,2190.86,2221.71,2162.76,2175.22,65007.2453
2024-11-03 21:00:05.542439936,2175.22,2214.86,2102.11,2143.03,53680.2413
2024-11-03 21:15:05.568125600,2143.03,2245.31,2112.93,2244.92,79125.9446
2024-11-03 21:30:05.593811265,2244.92,2298.44,2224.64,2244.48,50100.7468
2024-11-03 21:45:05.619496929,2244.48,2258.61,2172.22,2186.23,128915.3056
2024-11-03 22:00:05.645182594,2186.23,2238.36,2162.41,2231.99,52524.8303
2024-11-03 22:15:05.670868259,2231.99,2248.89,2133.95,2165.24,104783.0265
2024-11-03 22:30:05.696553923,2165.24,2180.98,2148.41,2176.93,105548.4275
2024-11-03 22:45:05.722239588,2176.93,2222.28,2042.65,2073.19,104673.7384
2024-11-03 23:00:05.747925252,2073.19,2087.02,2002.38,2005.82,140098.2443
2024-11-03 23:15:05.773610917,2005.82,2030.73,1966.98,2016.07,107578.7722
2024-11-03 23:30:05.799296581,2016.07,2074.29,1982.84,2054.01,52267.9693
2024-11-03 23:45:05.824982246,2054.01,2071.71,2047.77,2063.2,75254.663
2024-11-04 00:00:05.850667910,2063.2,2073.52,1999.61,2057.63,67931.3285
2024-11-04 00:15:05.876353575,2057.63,2094.27,1998.04,2042.6,65389.9031
2024-11-04 00:30:05.902039239,2042.6,2056.54,1929.09,1968.86,91166.7586
2024-11-04 00:45:05.927724904,1968.86,1974.41,1925.53,1934.14,93020.6267
2024-11-04 01:00:05.953410569,1934.14,1967.16,1899.5,1912.39,80937.0655
2024-11-04 01:15:05.979096233,1912.39,1964.21,1886.32,1964.02,78693.9587
2024-11-04 01:30:06.004781898,1964.02,2006.05,1934.17,1981.39,130110.8018
2024-11-04 01:45:06.030467562,1981.39,1996.8,1883.1,1896.37,161474.9821
2024-11-04 02:00:06.056153227,1896.37,1937.38,1879.72,1912.22,94736.7576
2024-11-04 02:15:06.081838891,1912.22,1929.86,1886.74,1894.34,42201.3438
2024-11-04 02:30:06.107524556,1894.34,1909.05,1833.73,1862.98,71975.2316
2024-11-04 02:45:06.133210220,1862.98,1910.2,1847.7,1892.14,135290.9617
2024-11-04 03:00:06.158895885,1892.14,1964.48,1885.35,1942.01,65184.3839
2024-11-04 03:15:06.184581549,1942.01,1990.34,1922.67,1988.25,93648.1177
2024-11-04 03:30:06.210267214,1988.25,2023.26,1938.62,1947.46,121575.1526
2024-11-04 03:45:06.235952879,1947.46,1956.0,1929.7,1932.95,46464.7337
2024-11-04 04:00:06.261638543,1932.95,1959.29,1924.99,1949.53,32375.9359
2024-11-04 04:15:06.287324208,1949.53,2015.96,1948.27,1998.19,98537.558
2024-11-04 04:30:06.313009872,1998.19,2015.44,1941.35,1974.93,136428.654
2024-11-04 04:45:06.338695537,1974.93,2007.32,1945.28,1966.32,128112.6171
2024-11-04 05:00:06.364381201,1966.32,1984.04,1866.68,1913.21,63847.4818
2024-11-04 05:15:06.390066866,1913.21,1921.33,1841.68,1857.37,101274.4451
2024-11-04 05:30:06.415752530,1857.37,1920.27,1856.86,1896.03,84018.8685
2024-11-04 05:45:06.441438195,1896.03,1970.77,1892.69,1961.99,116881.7611
2024-11-04 06:00:06.467123859,1961.99,1997.19,1906.18,1959.04,117318.5881
2024-11-04 06:15:06.492809524,1959.04,2014.64,1938.27,2009.42,109745.6841
2024-11-04 06:30:06.518495189,2009.42,2031.22,1987.26,2028.28,65860.882
2024-11-04 06:45:06.544180853,2028.28,2071.33,1995.9,1996.45,71497.0383
2024-11-04 07:00:06.569866518,1996.45,2020.56,1978.95,2015.2,67244.0884
2024-11-04 07:15:06.595552182,2015.2,2111.12,1998.26,2094.86,75981.3037
2024-11-04 07:30:06.621237847,2094.86,2131.03,2077.94,2093.66,41962.2968
2024-11-04 07:45:06.646923511,2093.66,2189.4,2088.87,2177.9,55109.1339
2024-11-04 08:00:06.672609176,2177.9,2180.39,2039.15,2040.5,171714.3165
2024-11-04 08:15:06.698294840,2040.5,2085.52,2027.7,2083.57,39025.3463
2024-11-04 08:30:06.723980505,2083.57,2161.52,2046.32,2088.82,127545.6052
2024-11-04 08:45:06.749666169,2088.82,2099.0,2035.56,2073.98,55897.1857
2024-11-04 09:00:06.775351834,2073.98,2105.94,2061.52,2079.47,115875.2255
2024-11-04 09:15:06.801037499,2079.47,2088.76,1927.18,1979.37,90253.7674
2024-11-04 09:30:06.826723163,1979.37,2019.95,1956.05,1969.23,88360.8831
2024-11-04 09:45:06.852408828,1969.23,2018.83,1920.44,1987.61,100329.7439
2024-11-04 10:00:06.878094492,1987.61,2082.06,1974.44,2063.18,154064.5007
2024-11-04 10:15:06.903780157,2063.18,2065.67,2034.07,2037.38,47991.4383
2024-11-04 10:30:06.929465821,2037.38,2039.8,1966.13,1997.36,68152.1054
2024-11-04 10:45:06.955151486,1997.36,2025.24,1959.58,1973.22,134595.917
2024-11-04 11:00:06.980837150,1973.22,2026.38,1956.4,2019.67,110585.4757
2024-11-04 11:15:07.006522815,2019.67,2057.5,2000.25,2037.14,41446.3241
2024-11-04 11:30:07.032208479,2037.14,2057.69,1999.33,2011.13,104734.1034
2024-11-04 11:45:07.057894144,2011.13,2049.39,2000.09,2037.91,87311.7549
2024-11-04 12:00:07.083579809,2037.91,2057.87,2013.9,2043.69,62051.0791
2024-11-04 12:15:07.109265473,2043.69,2103.93,2024.86,2094.64,133267.3131
2024-11-04 12:30:07.134951138,2094.64,2110.85,2023.75,2059.04,112459.7128
2024-11-04 12:45:07.160636802,2059.04,2072.29,2032.24,2043.1,95691.6576
2024-11-04 13:00:07.186322467,2043.1,2048.4,2008.98,2024.02,79439.5461
2024-11-04 13:15:07.212008131,2024.02,2043.81,1940.93,1952.13,144046.9354
2024-11-04 13:30:07.237693796,1952.13,1969.17,1901.61,1967.49,112305.0567
2024-11-04 13:45:07.263379460,1967.49,1997.39,1961.23,1981.23,130678.1383
2024-11-04 14:00:07.289065125,1981.23,2023.7,1979.75,1982.35,85517.9313
2024-11-04 14:15:07.314750789,1982.35,1995.16,1947.71,1971.64,86602.271
