timestamp,open,high,low,close,volume
2024-11-03 13:29:58.979814000,45000.0,45923.46,44483.57,45449.27,909648.6675
2024-11-03 14:29:59.390819822,45449.27,45976.33,44822.51,45324.41,2083598.7679
2024-11-03 15:29:59.801825645,45324.41,46920.67,45211.94,45916.67,1402875.5245
2024-11-03 16:30:00.212831467,45916.67,47639.62,45248.81,47338.88,2084590.2673
2024-11-03 17:30:00.623837290,47338.88,47564.62,46971.44,47120.41,1222378.9894
2024-11-03 18:30:01.034843112,47120.41,47307.93,46665.78,46903.64,1013231.4602
2024-11-03 19:30:01.445848935,46903.64,48685.68,46155.54,48412.87,980772.3223
2024-11-03 20:30:01.856854758,48412.87,49291.21,48152.09,49166.61,2571127.9771
2024-11-03 21:30:02.267860580,49166.61,49383.98,47515.52,48712.72,1173333.2608
2024-11-03 22:30:02.678866403,48712.72,50262.24,47883.65,49250.55,1330480.2505
2024-11-03 23:30:03.089872225,49250.55,49469.07,48710.25,48803.19,843586.1196
2024-11-04 00:30:03.500878048,48803.19,49447.15,47915.18,48358.35,1128849.8947
2024-11-04 01:30:03.911883870,48358.35,49062.9,47654.77,48601.3,1482016.8796
2024-11-04 02:30:04.322889693,48601.3,48623.84,46339.76,46785.4,830707.4794
2024-11-04 03:30:04.733895516,46785.4,46899.97,45153.59,45207.99,2270818.6486
2024-11-04 04:30:05.144901338,45207.99,46513.66,44009.65,44712.06,2450823.2492
2024-11-04 05:30:05.555907161,44712.06,45590.27,43404.26,43825.52,2674970.6605
2024-11-04 06:30:05.966912983,43825.52,44477.2,43545.83,44112.59,1707108.2862
2024-11-04 07:30:06.377918806,44112.59,44304.94,43106.62,43329.9,1847307.5734
2024-11-04 08:30:06.788924629,43329.9,43553.01,41982.65,42134.61,1325316.3725
2024-11-04 09:30:07.199930451,42134.61,44049.29,41481.51,43400.44,2353260.0706
2024-11-04 10:30:07.610936274,43400.44,43426.7,43178.64,43217.92,897203.2871
2024-11-04 11:30:08.021942096,43217.92,43561.49,43130.04,43289.99,1757525.8137
2024-11-04 12:30:08.432947919,43289.99,43495.69,41346.34,42087.74,2111152.4947
2024-11-04 13:30:08.843953741,42087.74,42373.32,41608.13,41646.33,1295579.5629
2024-11-04 14:30:09.254959564,41646.33,41837.56,41245.34,41753.8,1243741.4712
2024-11-04 15:30:09.665965387,41753.8,42429.27,40685.29,40818.83,1893958.0993
2024-11-04 16:30:10.076971209,40818.83,41470.52,40686.18,41142.63,1476937.9039
2024-11-04 17:30:10.487977032,41142.63,41186.8,40229.82,40667.69,1063009.435
2024-11-04 18:30:10.898982854,40667.69,40692.31,40420.09,40447.95,1282296.45
2024-11-04 19:30:11.309988677,40447.95,40491.8,39519.1,39981.32,1206892.2833
2024-11-04 20:30:11.720994500,39981.32,41573.51,39572.31,41508.68,2407701.4369
2024-11-04 21:30:12.132000322,41508.68,41674.41,41138.9,41516.53,2168505.9382
2024-11-04 22:30:12.543006145,41516.53,41729.34,40601.88,40666.75,1137639.3574
2024-11-04 23:30:12.954011967,40666.75,41658.93,40152.75,41361.46,1450655.9718
2024-11-05 00:30:13.365017790,41361.46,41512.71,40049.26,40384.04,1011352.0984
2024-11-05 01:30:13.776023612,40384.04,40947.45,40134.03,40574.03,640731.0994
2024-11-05 02:30:14.187029435,40574.03,41029.19,38634.24,39035.27,2120774.8555
2024-11-05 03:30:14.598035258,39035.27,39423.34,37616.68,38032.73,1120538.8136
2024-11-05 04:30:15.009041080,38032.73,38591.01,37014.51,38204.13,1800459.9204
2024-11-05 05:30:15.420046903,38204.13,39026.49,37432.52,38794.82,2038207.4101
2024-11-05 06:30:15.831052725,38794.82,38956.72,38727.3,38950.91,714959.5178
2024-11-05 07:30:16.242058548,38950.91,39097.88,38259.54,38884.33,819580.0498
2024-11-05 08:30:16.653064371,38884.33,39061.02,38373.19,38674.72,603116.9541
2024-11-05 09:30:17.064070193,38674.72,39508.8,37366.79,37571.53,2779789.3149
2024-11-05 10:30:17.475076016,37571.53,37823.21,36378.6,37058.4,1442231.5969
2024-11-05 11:30:17.886081838,37058.4,37101.56,36556.9,36742.79,1619427.0807
2024-11-05 12:30:18.297087661,36742.79,37721.86,36207.37,37553.19,801117.7632
2024-11-05 13:30:18.708093483,37553.19,38198.8,37307.96,37838.19,1579919.3102
2024-11-05 14:30:19.119099306,37838.19,37929.35,36474.03,36552.91,1575919.0941
2024-11-05 15:30:19.530105129,36552.91,36951.79,36175.09,36816.99,2164767.9638
2024-11-05 16:30:19.941110951,36816.99,36906.5,36463.43,36561.25,2141932.2378
2024-11-05 17:30:20.352116774,36561.25,36993.56,35957.27,36096.51,777820.9109
