timestamp,open,high,low,close,volume,ema_9,ema_21,ema_50,sma_20,sma_50,sma_200,rsi,macd,macd_signal,macd_diff,bb_middle,bb_upper,bb_lower,volume_sma,price_change_pct,volatility
2024-11-11 20:31:20.769972693,51793.08,52414.28,50383.18,50765.36,1712562.9868,51512.34987130486,51045.91169739558,48607.91116034231,51985.414,47964.3692,42477.2344,51.2057677149283,868.095119066711,1266.0054239687913,-397.91030490208027,51985.414,53562.56947985476,50408.25852014523,1448645.18156,-1.9842805255064988,1.4638278439653076
2024-11-11 21:31:21.180978516,50765.36,52322.86,50592.74,51274.88,2180889.5583,51464.8558970439,51066.72699763235,48712.498173662214,51894.794,48159.1278,42506.36245,53.87547978887846,785.2335373989845,1169.85104665483,-384.61750925584556,51894.794,53412.53140059067,50377.056599409334,1518407.59161,1.0036765227312339,1.4374736225837743
2024-11-11 22:31:21.591984339,51274.88,52284.87,50610.28,52000.91,1248781.7004,51572.06671763512,51151.652725120315,48841.455500185264,51878.882,48360.8304,42539.74495,57.44814596027991,769.2818875180164,1089.7372148274674,-320.4553273094509,51878.882,53384.5115159945,50373.2524840055,1527023.1192049999,1.415956507357996,1.4454827020773529
2024-11-11 23:31:22.002990161,52000.91,54461.06,51765.59,53291.71,776352.7769,51915.9953741081,51346.20338647302,49015.97528449173,51976.3215,48597.8816,42576.62015,62.94370243257791,850.9872115426988,1041.9872141705137,-191.00000262781487,51976.3215,53584.64260607996,50368.00039392004,1448757.96964,2.482264252683253,1.4799037292751827
2024-11-12 00:31:22.413995984,53291.71,54832.87,52918.94,54583.36,1296625.5238,52449.46829928648,51640.490351339104,49234.30409686461,52106.714499999995,48855.0916,42612.84255,67.47095822057835,1008.3411011740827,1035.2579915712276,-26.916890397144925,52106.714499999995,54093.16396855786,50120.265031442126,1395940.639715,2.423735323936871,1.5462765587952885
2024-11-12 01:31:22.825001806,54583.36,55075.35,52759.02,53253.39,1701040.7087,52610.252639429185,51787.11759212645,49391.91530875227,52175.436,49078.95480000001,42643.507450000005,59.42098339475997,1014.038523521478,1031.014097961278,-16.975574439799857,52175.436,54222.87094372173,50128.00105627827,1440087.285855,-2.4365850691492774,1.6580283228179806
2024-11-12 02:31:23.236007629,53253.39,53936.1,52303.21,52415.62,1696622.2351,52571.326111543356,51844.25417466041,49510.491963311004,52158.049,49296.164000000004,42671.067350000005,54.97175320524576,940.1156661181958,1012.8344115926616,-72.71874547446578,52158.049,54190.31190002423,50125.78609997577,1488045.092935,-1.573176843765245,1.6576321044669542
2024-11-12 03:31:23.647013452,52415.62,53378.11,51441.06,53112.85,1828974.6623,52679.630889234686,51959.5810678731,49651.760905926254,52143.401,49493.8014,42694.56724999999,57.80351831203718,927.1048158322228,995.6884924405739,-68.58367660835108,52143.401,54141.73638667461,50145.06561332539,1521870.38498,1.3301950830687526,1.6622409989602476
2024-11-12 04:31:24.058019274,53112.85,55153.26,52553.12,53818.74,2502624.346,52907.45271138775,52128.59551624827,49815.17185079189,52160.855,49695.37179999999,42717.827900000004,60.51116595163406,962.6561460545199,989.0820231633631,-26.425877108843224,52160.855,54213.3292704351,50108.38072956491,1545852.09113,1.3290380764730214,1.6891521586353924
2024-11-12 05:31:24.469025097,53818.74,54821.0,52445.3,54536.14,1356717.9379,53233.1901691102,52347.463196589335,50000.307856643194,52252.06,49929.9646,42746.945,63.1024914787011,1036.767801971655,998.6191789250215,38.148623046633475,52252.06,54554.54823679678,49949.57176320322,1559738.912785,1.3329929314584543,1.6756599200410836
2024-11-12 06:31:24.880030919,54536.14,59123.76,54337.72,59078.83,3712850.695,54402.318135288166,52959.40563326303,50356.32833285327,52642.19299999999,50242.13079999999,42796.08640000001,74.50933057007069,1445.3973010295667,1087.9748033459307,357.42249768363604,52642.19299999999,56419.97429176124,48864.411708238746,1704481.329625,8.3296874329573,2.3524213607117197
2024-11-12 07:31:25.291036742,59078.83,60123.06,59060.18,59934.89,2090127.0569,55508.83250823054,53593.54057569366,50731.958202153146,53091.070499999994,50586.2592,42851.74489999999,76.01419820330655,1817.3665404506683,1233.8531507668783,583.5133896837899,53091.070499999994,57992.308351634194,48189.832648365795,1768337.9005599997,1.44901312365191,2.335007581302339
2024-11-12 08:31:25.702042564,59934.89,61831.73,59842.88,61494.77,1045852.4391,56706.02000658443,54311.83415972151,51154.0292530491,53566.901,50946.0362,42917.427,78.50441931450062,2212.5195737241665,1429.586435358336,782.9331383658305,53566.901,59704.9691254056,47428.832874594395,1759383.68759,2.6026242811157285,2.3544893886662366
2024-11-12 09:31:26.113048387,61494.77,63227.73,60910.96,62867.4,1797063.0059,57938.296005267555,55089.61287247411,51613.377125478546,54093.1,51310.81399999999,42988.7575,80.42983755043446,2606.3960576424433,1664.9483598151573,941.447697827286,54093.1,61469.09377243417,46717.106227565826,1750631.56342,2.2321085191472356,2.3735356277749142
2024-11-12 10:31:26.524054210,62867.4,65075.21,62612.98,63883.75,1034013.4665,59127.386804214046,55889.079884067374,52094.568218597036,54727.527500000004,51708.411799999994,43074.24925,81.73445454976982,2966.362578573957,1925.2312035669174,1041.1313750070394,54727.527500000004,63160.97141885904,46294.08358114097,1679441.1802450002,1.6166566455746434,2.2583667880212825
2024-11-12 11:31:26.935060032,63883.75,64042.65,63199.77,63674.4,811467.5264,60036.789443371235,56596.836258243064,52548.67926884814,55335.537,52082.60680000001,43166.5813,80.5433965792591,3197.8826439354016,2179.7614916406146,1018.121152294787,55335.537,64514.021506407385,46157.05249359261,1615074.0449549998,-0.32770461971940446,2.2796571265941594
2024-11-12 12:31:27.346065855,63674.4,65023.94,63404.26,64844.93,1937833.5824,60998.41755469699,57346.66296203915,53030.8851798737,55974.96799999999,52470.6278,43267.24565,82.11289889174469,3436.2055140170487,2431.050296115902,1005.1552179011469,55974.96799999999,65939.74311985316,46010.192880146824,1603869.48421,1.8383055042528795,2.2857535633694037
2024-11-12 13:31:27.757071677,64844.93,65231.01,63473.63,64045.43,2219199.7343,61607.8200437576,57955.641783671956,53462.8281139963,56612.92150000001,52825.409400000004,43368.3452,77.5135819112212,3519.988896399911,2648.8380161727036,871.1508802272074,56612.92150000001,66940.90238690645,46284.94061309357,1629398.689515,-1.2329414188588017,2.2715938997891776
2024-11-12 14:31:28.168077500,64045.43,64527.82,62607.9,63938.41,797828.1559,62073.93803500608,58499.52980333814,53873.63524678076,57230.442500000005,53139.95619999999,43467.474299999994,76.89271528396549,3536.980106000163,2826.4664341381954,710.5136718619674,57230.442500000005,67768.14773482791,46692.737265172094,1639706.613815,-0.1671001350135315,2.287487376173735
2024-11-12 15:31:28.579083323,63938.41,64360.36,63114.31,63515.93,2053376.8377,62362.33642800487,58955.566184852854,54251.764452789364,57816.585,53448.4804,43568.40445,74.36056722892495,3476.2827333963724,2956.429693989831,519.8530394065415,57816.585,68384.92432805849,47248.245671941506,1690040.2468150002,-0.6607608791022512,2.3167216140354783
2024-11-12 16:31:28.990089145,63515.93,63862.92,62798.29,63817.0,1983475.5078,62653.2691424039,59397.51471350259,54626.87172915057,58469.166999999994,53775.138,43676.8164,74.99256998420816,3413.1290342521315,3047.769562042291,365.35947220984053,58469.166999999994,68813.69998341752,48124.634016582466,1703585.872865,0.47400707192668534,2.2100085928257256
2024-11-12 17:31:29.401094968,63817.0,67639.93,62847.94,67048.61,1908494.6301,63532.337313923126,60093.068830456905,55113.99872016427,59257.853500000005,54180.917199999996,43795.05725,80.53798948926973,3582.5458336775555,3154.724816369344,427.8210173082116,59257.853500000005,69697.68634207829,48818.02065792172,1689966.1264550001,5.063870128649106,2.3740233894821983
2024-11-12 18:31:29.812100790,67048.61,67181.13,64557.64,64792.58,2980786.7186,63784.385851138504,60520.297118597184,55493.55092721666,59897.43700000001,54554.472799999996,43902.93055,69.02967360750273,3494.484855065828,3222.6768241086406,271.8080309571874,59897.43700000001,70028.07472927101,49766.79927072901,1776566.377365,-3.3647677408972343,2.5997501406521066
2024-11-12 19:31:30.223106613,64792.58,67601.3,64252.39,65894.08,1100454.1854,64206.3246809108,61008.82283508835,55901.41481242385,60527.555499999995,54949.2268,44015.95100000001,71.19397916638783,3473.536967491782,3272.848852785269,200.6881147065128,60527.555499999995,70494.60395080489,50560.507049195105,1792771.44779,1.7000403441258305,2.5842856513245627
2024-11-12 20:31:30.634112435,65894.08,66553.52,63632.47,64003.66,1987403.6411,64165.791744728645,61281.08075917123,56219.14991781899,60998.57050000001,55297.5656,44125.530600000006,63.050336874577155,3266.7376029538063,3271.6266028189766,-4.888999865170263,60998.57050000001,70668.79065910581,51328.3503408942,1827310.353655,-2.868876839922496,2.709337279028797
2024-11-12 21:31:31.045118258,64003.66,64138.21,63138.41,63603.03,2315966.9477,64053.23939578292,61492.16705379202,56508.71384261041,61516.05249999999,55630.403399999996,44235.3141,61.44620404252165,3035.5284415299902,3224.4069705611796,-188.87852903118937,61516.05249999999,70526.30556087245,52505.79943912752,1858056.665605,-0.6259485785656715,2.6232050092449413
2024-11-12 22:31:31.456124081,63603.03,65288.02,62660.51,65210.03,2025922.6439,64284.59751662634,61830.15459435638,56849.94192721393,62155.773,55977.3378,44352.595250000006,65.26381864348642,2947.982478117825,3169.1220720725087,-221.13959395468373,62155.773,70211.7598260308,54099.78617396921,1874521.6860449999,2.5266091882729436,2.5775963928254755
2024-11-12 23:31:31.867129903,65210.03,65683.33,64574.85,65502.32,1386891.4424,64528.142013301076,62163.98781305125,57189.25087124476,62775.246499999994,56327.4732,44476.01269999999,65.92473566324114,2869.1136751240483,3109.120392682817,-240.00671755876874,62775.246499999994,69734.07065756914,55816.422342430844,1852417.52505,0.44822859305539975,2.5815119680076712
2024-11-13 00:31:32.278135726,65502.32,65936.38,63542.42,64311.03,1158275.6698,64484.71961064086,62359.173466410226,57468.53632727438,63299.861,56622.98159999999,44591.8547,60.8435222899043,2679.5937448568584,3023.2150631176255,-343.6213182607671,63299.861,68856.3664271258,57743.35557287419,1785200.09124,-1.8186989407398158,2.6605779857174334
2024-11-13 01:31:32.689141548,64311.03,64383.25,63323.07,63601.62,807365.0197,64308.09968851269,62472.12315128202,57709.049412479304,63753.134999999995,56907.0388,44706.52434999999,57.97772983579335,2443.981677042313,2907.368385902563,-463.3867088602501,63753.134999999995,67476.0139373334,60030.2560626666,1757732.44533,-1.1030922689311606,2.69655079058911
2024-11-13 02:31:33.100147371,63601.62,65139.72,62376.04,64680.41,1013024.923,64382.56175081016,62672.876501165476,57982.436102185995,64033.214,57154.779800000004,44827.68665,60.98701830000939,2317.591006509072,2789.412910023865,-471.8219035147931,64033.214,67051.61398683419,61014.81401316581,1622741.15673,1.6961674875576982,2.053711470726935
2024-11-13 03:31:33.511153194,64680.41,65250.08,63771.42,63949.4,2009871.621,64295.929400648136,62788.92409196861,58216.434686413995,64233.9395,57372.0222,44947.527050000004,57.958219434641514,2133.8414953333486,2658.2986270857623,-524.4571317524137,64233.9395,66559.13144150948,61908.74755849052,1618728.384935,-1.130187641049274,2.070169784860931
2024-11-13 04:31:33.922159016,63949.4,65354.36,63019.59,64436.23,2187713.3022,64323.98952051851,62938.67917451692,58460.34822812326,64381.0125,57614.3638,45062.164800000006,59.404169071300416,2004.3963626989935,2527.5181742084087,-523.1218115094152,64381.0125,66316.0751799677,62445.94982003229,1675821.42809,0.7612737570641848,2.0043777694021516
2024-11-13 05:31:34.333164839,64436.23,64772.19,64410.44,64706.12,1604452.5709,64400.415616414815,63099.3556131972,58705.280454471365,64472.9485,57881.6278,45178.11275,60.220977694150974,1901.6667988094123,2402.3478991286097,-500.6811003191974,64472.9485,66275.39411974458,62670.502880255415,1666190.90634,0.41884821629074587,1.9504224131447907
2024-11-13 06:31:34.744170661,64706.12,64904.42,63729.69,64078.29,2251722.7972,64335.99049313186,63188.349648361094,58915.98671115877,64482.6755,58123.683600000004,45295.170450000005,57.331165599902874,1749.4259519009502,2271.7635096830777,-522.3375577821275,64482.6755,66273.79727001119,62691.55372998881,1727076.372875,-0.9702791637019814,1.9346050681430342
2024-11-13 07:31:35.155176484,64078.29,67612.7,63980.33,67106.43,2555523.3771,64890.07839450549,63544.53877123736,59237.18056562313,64654.277,58428.233,45423.895300000004,65.84452081225268,1851.7734826489977,2187.7655042762617,-335.99202162726397,64654.277,66750.91057100768,62557.64342899232,1814279.1654100001,4.725687904592957,2.1972127295469
2024-11-13 08:31:35.566182306,67106.43,68360.38,65220.17,68187.9,1429166.7293,65549.6427156044,63966.662519306694,59588.18917089281,64821.4255,58736.7238,45562.91460000001,68.2787604744951,1997.1285738886581,2149.638118198741,-152.50954431008267,64821.4255,67448.08093154419,62194.7700684558,1788845.822755,1.6115743305075148,2.1893502804947103
2024-11-13 09:31:35.977188129,68187.9,69427.7,65137.41,65699.2,1719084.4286,65579.55417248352,64124.16592664245,59827.83665438721,64904.11399999999,58982.5916,45688.54045,58.02945979860977,1889.7226929637327,2097.655033151739,-207.9323401880065,64904.11399999999,67532.03434596391,62276.19365403606,1763840.0574699999,-3.649767774047885,2.3385302396523335
2024-11-13 10:31:36.388193952,65699.2,66578.54,65028.48,66165.01,1791739.6454,65696.64533798682,64309.69720603858,60076.35325617595,65015.443999999996,59236.498600000006,45824.18915,59.26207757213551,1821.1961173904856,2042.3632499994885,-221.16713260900292,65015.443999999996,67659.71178310618,62371.176216893815,1813535.6319450003,0.709004067020591,2.3404166332814005
2024-11-13 11:31:36.799199774,66165.01,66380.05,65345.57,65514.11,2002156.7834,65660.13827038946,64419.18927821689,60289.59861867886,65115.353,59492.54,45961.59604999999,56.75383670215296,1694.829186472518,1972.8564372940946,-278.0272508215767,65115.353,67670.56282326874,62560.14317673127,1810974.62923,-0.9837525906819855,2.3477509033473494
2024-11-13 12:31:37.210205597,65514.11,67664.36,65084.23,66865.1,1047802.6391,65901.13061631158,64641.544798378985,60547.46141794635,65267.75800000001,59804.318600000006,46104.90090000001,60.49154150641991,1684.2807455940783,1915.1412989540913,-230.860553360013,65267.75800000001,67860.23944754315,62675.276552456875,1764190.985795,2.0621359276650653,2.3847483917859162
2024-11-13 13:31:37.621211419,66865.1,67054.5,66032.79,66036.22,2494962.6957,65928.14849304927,64768.3334530718,60762.7068525367,65217.1385,60105.8962,46241.1079,57.223724378188834,1590.7007335600501,1850.2531858752832,-259.55245231523304,65217.1385,67700.44756524458,62733.829434755426,1793514.3890749998,-1.239630240588896,2.11813691310975
2024-11-13 14:31:38.032217242,66036.22,66438.32,63912.16,66108.59,1696856.8185,65964.23679443942,64890.174957338,60972.34932890781,65282.93899999999,60388.5048,46376.8963,57.439905255217,1505.0285220398146,1781.2082531081894,-276.17973106837485,65282.93899999999,67788.5224631005,62777.355536899486,1729317.8940700002,0.109591372734541,1.969650754903509
2024-11-13 15:31:38.443223065,66108.59,67257.74,66008.74,67007.33,661178.2066,66172.85543555154,65082.64359758,61209.015237578096,65338.601500000004,60681.78300000001,46517.5113,60.13437356275256,1492.449455782771,1723.456493643106,-231.00703786033478,65338.601500000004,67948.63558128779,62728.56741871222,1707354.0951299998,1.3594904988897927,1.9566923041853779
2024-11-13 16:31:38.854228887,67007.33,69185.82,66968.03,68411.03,1601228.7673,66620.49034844124,65385.22417961818,61491.44718904562,65558.97,61026.0996,46666.19285,63.97098482237753,1577.562159361638,1694.2776267868123,-116.71546742517444,65558.97,68426.01772469202,62691.92227530798,1688045.35144,2.0948454445207654,1.8730562271934683
